													0.806591931	1.747260787	0.184406952	-0.310089138	0.805094953	-2.439043559							
P40208	GID8_YEAST	GID8	Glucose-induced degradation protein 8	2	2	73165	YEAST	2485950	16.15886605	21.24536585	5.086499799	33.97731156		33.97731156			5.086499799		Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	2	2	1.88E+06
P40210	SIP5_YEAST	SIP5	Protein SIP5	5	5	65328.8	YEAST	1008630	15.99543152	19.94396561	3.948534092	15.43928558		15.43928558			3.948534092		Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	3	3	523214
P40212;Q12690	RL13A_YEAST;RL13B_YEAST	RPL13A;RPL13B	Large ribosomal subunit protein eL13B	8	0	1.11E+08	YEAST	65967600	26.73149772	25.97525428	-0.756243437	0.592035899		0.592035899			-0.756243437		Q9H1K1	ISCU_HUMAN	ISCU	"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial"	1	1	98604
P40214	FDO1_YEAST	FDO1	Protein FDO1	1	1	2579.8	YEAST		11.33304351										Q9H1P3	OSBL2_HUMAN	OSBPL2	Oxysterol-binding protein-related protein 2	2	2	312388
P40215	NDH1_YEAST	NDE1	"External NADH-ubiquinone oxidoreductase 1, mitochondrial"	12	12	2.71E+06	YEAST	3685150	21.37146293	21.81329191	0.441828979	1.358325255		1.358325255			0.441828979		Q9H1Y0	ATG5_HUMAN	ATG5	Autophagy protein 5	3	3	180734
P40217	EIF3I_YEAST	TIF34	Eukaryotic translation initiation factor 3 subunit I	14	14	4.72E+06	YEAST	8296800	22.16996414	22.98412358	0.814159442	1.75827343		1.75827343			0.814159442		Q9H1Z4	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	5	5	252071
P40218	LDO45_YEAST	LDO45	Lipid droplet organization protein LDO45	2	2	418230	YEAST	8762900	18.67393703	23.06297696	4.389039939	20.95234679		20.95234679			4.389039939		Q9H204	MED28_HUMAN	MED28	Mediator of RNA polymerase II transcription subunit 28	1	1	60844.9
P40260	MEP1_YEAST	MEP1	Ammonium transporter MEP1	2	1	558458	YEAST		19.09108926										Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	11	11	8.29E+06
P40302	PSA6_YEAST	PRE5	Proteasome subunit alpha type-6	11	11	5.10E+06	YEAST	14631800	22.28282939	23.80260392	1.519774531	2.867462324		2.867462324			1.519774531		Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	5	5	6.21E+06
P40303	PSA4_YEAST	PRE6	Proteasome subunit alpha type-4	10	10	6.08E+06	YEAST	9096180	22.53447198	23.11682937	0.582357396	1.497293863		1.497293863			0.582357396		Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	3	3	641054
P40308	TGL3_YEAST	TGL3	Triacylglycerol lipase 3	3	3	231306	YEAST	239650	17.81944316	17.87056941	0.05112625	1.036073427		1.036073427			0.05112625		Q9H270	VPS11_HUMAN	VPS11	Vacuolar protein sorting-associated protein 11 homolog	3	3	101323
P40312	CYB5_YEAST	CYB5	Cytochrome b5	1	1	4.64E+06	YEAST	7607370	22.14557211	22.85896634	0.713394236	1.639657213		1.639657213			0.713394236		Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	3	3	3.07E+06
P40317	SOK1_YEAST	SOK1	Protein SOK1	4	4	67437.1	YEAST	568154	16.04125488	19.1159225	3.074667627	8.424947099		8.424947099			3.074667627		Q9H2D6	TARA_HUMAN	TRIOBP	TRIO and F-actin-binding protein	4	4	1.29E+06
P40318	DOA10_YEAST	SSM4	ERAD-associated E3 ubiquitin-protein ligase DOA10	12	12	2.41E+06	YEAST	1646850	21.19931409	20.65127773	-0.548036364	0.683950412		0.683950412			-0.548036364		Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase	22	21	5.60E+06
P40319	ELO3_YEAST	ELO3	Fatty acid elongase 3	3	3	1.43E+06	YEAST	2307970	20.45214671	21.13819304	0.686046332	1.60886841		1.60886841			0.686046332		Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	4	4	578640
P40325	HUA1_YEAST	HUA1	Proline-rich protein HUA1	2	2	434240	YEAST	503770	18.7281331	18.94240569	0.214272585	1.160118828		1.160118828			0.214272585		Q9H2H9	S38A1_HUMAN	SLC38A1	Sodium-coupled neutral amino acid transporter 1	4	4	2.95E+06
P40327	PRS4_YEAST	RPT2	26S proteasome regulatory subunit 4 homolog	9	9	3.39E+06	YEAST	5865380	21.69255165	22.48379315	0.791241495	1.730563038		1.730563038			0.791241495		Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	4	4	1.35E+06
P40328	TBP6_YEAST	YTA6	Probable 26S proteasome subunit YTA6	1	1	73601.2	YEAST	188814	16.16744167	17.52660621	1.359164547	2.565365782		2.565365782			1.359164547		Q9H2J7	S6A15_HUMAN	SLC6A15	Sodium-dependent neutral amino acid transporter B(0)AT2	8	7	855869
P40335	PEP8_YEAST	PEP8	Carboxypeptidase Y-deficient protein 8	6	6	104830	YEAST	310511	16.67769212	18.24428485	1.566592735	2.962043308		2.962043308			1.566592735		Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3	1	1	3480.69
P40339	RFC4_YEAST	RFC4	Replication factor C subunit 4	4	4	746720	YEAST	349418	19.51020785	18.4145944	-1.095613443	0.467937112		0.467937112			-1.095613443		Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	8	8	1.38E+06
P40340	ATAD2_YEAST	YTA7	ATPase histone chaperone YTA7	13	13	282165	YEAST	154491	18.10617952	17.23716327	-0.869016251	0.547520068		0.547520068			-0.869016251		Q9H2P0	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein	10	10	1.64E+06
P40341	YTA12_YEAST	YTA12	Mitochondrial respiratory chain complexes assembly protein YTA12	5	4	458828	YEAST	1934890	18.80759391	20.88382012	2.076226211	4.21702686		4.21702686			2.076226211		Q9H2P9	DPH5_HUMAN	DPH5	Diphthine methyl ester synthase	2	2	244761
P40343	VPS27_YEAST	VPS27	Vacuolar protein sorting-associated protein 27	10	10	224241	YEAST	362735	17.77469056	18.46855643	0.693865873	1.617612301		1.617612301			0.693865873		Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36	17	17	2.68E+06
P40344	ATG3_YEAST	ATG3	Autophagy-related protein 3	2	2	89154.7	YEAST	669414	16.44402323	19.3525392	2.908515964	7.508454406		7.508454406			2.908515964		Q9H2U2	IPYR2_HUMAN	PPA2	"Inorganic pyrophosphatase 2, mitochondrial"	11	11	1.48E+07
P40345	PDAT_YEAST	LRO1	Phospholipid:diacylglycerol acyltransferase	4	4	600618	YEAST	1730520	19.19608819	20.72277418	1.526685998	2.881232331		2.881232331			1.526685998		Q9H2V7	SPNS1_HUMAN	SPNS1	Protein spinster homolog 1	2	2	95558.7
P40347	PPAL_YEAST	LTP1	Low molecular weight phosphotyrosine protein phosphatase	1	1	297511	YEAST	842846	18.18258349	19.68490953	1.502326043	2.832991049		2.832991049			1.502326043		Q9H2W6	RM46_HUMAN	MRPL46	"39S ribosomal protein L46, mitochondrial"	3	3	270277
P40348	RFC2_YEAST	RFC2	Replication factor C subunit 2	10	10	1.32E+06	YEAST	2033900	20.33274027	20.95581732	0.623077047	1.540156598		1.540156598			0.623077047		Q9H307	PININ_HUMAN	PNN	Pinin	13	13	1.66E+06
P40350	ALG5_YEAST	ALG5	Dolichyl-phosphate beta-glucosyltransferase	2	2	26318.9	YEAST	180537	14.68381157	17.46193501	2.778123441	6.859595196		6.859595196			2.778123441		Q9H330	TM245_HUMAN	TMEM245	Transmembrane protein 245	2	2	4.41E+06
P40351	ALG8_YEAST	ALG8	"Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase"	3	3	648277	YEAST	1033280	19.30625086	19.97879982	0.672548957	1.593886564		1.593886564			0.672548957		Q9H3C7	GGNB2_HUMAN	GGNBP2	Gametogenetin-binding protein 2	2	2	381289
P40353	ATF1_YEAST	ATF1	Alcohol O-acetyltransferase 1	1	1	5157.77	YEAST		12.33253173										Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	7	7	618238
P40354	NTA1_YEAST	NTA1	Protein N-terminal amidase	3	3	9111.34	YEAST	145613	13.15344753	17.15177964	3.998332106	15.98151315		15.98151315			3.998332106		Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	4	4	20501.4
P40356	MED3_YEAST	PGD1	Mediator of RNA polymerase II transcription subunit 3	3	3	279699	YEAST	133000	18.09351557	17.02106672	-1.07244885	0.475511175		0.475511175			-1.07244885		Q9H3H5	GPT_HUMAN	DPAGT1	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	1	1	516929
P40357	SEC9_YEAST	SEC9	Protein transport protein SEC9	8	8	314158	YEAST	779731	18.26113079	19.57261697	1.311486175	2.481970855		2.481970855			1.311486175		Q9H3K2	GHITM_HUMAN	GHITM	Growth hormone-inducible transmembrane protein	5	5	1.63E+06
P40358	JEM1_YEAST	JEM1	DnaJ-like chaperone JEM1	1	1	78405.1	YEAST	693665	16.25865988	19.40387957	3.145219688	8.847192338		8.847192338			3.145219688		Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	3	3	4.94E+06
P40361	YJH0_YEAST	YJL070C	Inactive deaminase YJL070C	3	3	48091.5	YEAST	8506.81	15.5534943	13.05440252	-2.499091788	0.176888016		0.176888016			-2.499091788		Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	7	7	3.81E+06
P40362	UTP18_YEAST	UTP18	U3 small nucleolar RNA-associated protein 18	2	2	284795	YEAST	65262.9	18.11956429	15.99397548	-2.125588817	0.229157464		0.229157464			-2.125588817		Q9H3P2	NELFA_HUMAN	NELFA	Negative elongation factor A	5	5	2.04E+06
P40363	SFGH_YEAST	YJL068C	S-formylglutathione hydrolase	6	6	1.09E+06	YEAST	1466530	20.0602447	20.48397515	0.423730451	1.34139158		1.34139158			0.423730451		Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60	9	9	4.70E+06
P40364	MPM1_YEAST	MPM1	Mitochondrial peculiar membrane protein 1	5	5	1.05E+06	YEAST	2014950	20.00590959	20.94231261	0.936403022	1.913750855		1.913750855			0.936403022		Q9H3Q1	BORG4_HUMAN	CDC42EP4	Cdc42 effector protein 4	4	4	13763.6
P40368	NUP82_YEAST	NUP82	Nucleoporin NUP82	9	9	374183	YEAST	1005430	18.51338449	19.93938121	1.425996722	2.687000746		2.687000746			1.425996722		Q9H3S7	PTN23_HUMAN	PTPN23	Tyrosine-protein phosphatase non-receptor type 23	9	9	225056
P40395	RIC1_YEAST	RIC1	Guanine nucleotide exchange factor subunit RIC1	2	2	67927.3	YEAST	173042	16.05170389	17.40076272	1.349058829	2.547458827		2.547458827			1.349058829		Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A	23	23	1.02E+07
P40413	TCPE_YEAST	CCT5	T-complex protein 1 subunit epsilon	18	18	1.15E+07	YEAST	19176500	23.46052739	24.1928361	0.732308706	1.661295493		1.661295493			0.732308706		Q9H3U5	MFSD1_HUMAN	MFSD1	Major facilitator superfamily domain-containing protein 1	2	2	381401
P40414	TPM2_YEAST	TPM2	Tropomyosin-2	8	8	4.15E+06	YEAST	4863090	21.98490933	22.21344186	0.228532533	1.171642582		1.171642582			0.228532533		Q9H3Z4	DNJC5_HUMAN	DNAJC5	DnaJ homolog subfamily C member 5	2	2	614106
P40422	RPAB4_YEAST	RPC10	"DNA-directed RNA polymerases I, II, and III subunit RPABC4"	2	2	964301	YEAST	1848100	19.87912402	20.81761139	0.938487373	1.916517768		1.916517768			0.938487373		Q9H410	DSN1_HUMAN	DSN1	Kinetochore-associated protein DSN1 homolog	1	1	5260.3
P40433	6P21_YEAST	PFK26	6-phosphofructo-2-kinase 1	8	8	270116	YEAST	223894	18.04321957	17.77245634	-0.270763232	0.828880925		0.828880925			-0.270763232		Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	4	3	940432
P40454	PTPA1_YEAST	RRD1	Serine/threonine-protein phosphatase 2A activator 1	4	4	181206	YEAST	549212	17.4672712	19.06700362	1.599732422	3.030870942		3.030870942			1.599732422		Q9H446	RWDD1_HUMAN	RWDD1	RWD domain-containing protein 1	2	2	1.29E+06
P40457	MLP2_YEAST	MLP2	Protein MLP2	7	7	135779	YEAST	3369860	17.05090084	21.68425723	4.633356386	24.81871276		24.81871276			4.633356386		Q9H467	CUED2_HUMAN	CUEDC2	CUE domain-containing protein 2	2	2	11383.6
P40459	PANC_YEAST	PAN6	Pantoate--beta-alanine ligase	4	4	613007	YEAST	1872890	19.22554402	20.83683474	1.611290715	3.055250593		3.055250593			1.611290715		Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1	4	4	835329
P40460	NDC80_YEAST	NDC80	Kinetochore protein NDC80	2	2	285954	YEAST	4087840	18.12542356	21.9629073	3.837483738	14.29544612		14.29544612			3.837483738		Q9H490	PIGU_HUMAN	PIGU	Phosphatidylinositol glycan anchor biosynthesis class U protein	3	3	187709
P40462	TM108_YEAST	TMA108	Protein TMA108	13	13	1.48E+06	YEAST	2205190	20.49883168	21.07247153	0.573639853	1.488273684		1.488273684			0.573639853		Q9H497	TOR3A_HUMAN	TOR3A	Torsin-3A	1	1	1.75E+06
P40463	VHS2_YEAST	VHS2	Protein VHS2	6	6	67737.4	YEAST	421552	16.04766499	18.68535108	2.637686087	6.223327143		6.223327143			2.637686087		Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1	7	7	423609
P40466	FKH1_YEAST	FKH1	Fork head protein homolog 1	2	2	6078.06	YEAST	18702.3	12.5693952	14.19092808	1.621532881	3.077017996		3.077017996			1.621532881		Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	18	18	4.17E+06
P40467	ASG1_YEAST	ASG1	Activator of stress genes 1	3	3	74452.3	YEAST	383305	16.1840288	18.54813329	2.364104495	5.14832987		5.14832987			2.364104495		Q9H4A5	GLP3L_HUMAN	GOLPH3L	Golgi phosphoprotein 3-like	1	1	555347
P40468	TAO3_YEAST	TAO3	Cell morphogenesis protein PAG1	9	9	283813	YEAST	315994	18.11458115	18.26953764	0.154956492	1.113388041		1.113388041			0.154956492		Q9H4A6	GOLP3_HUMAN	GOLPH3	Golgi phosphoprotein 3	4	4	321932
P40469	MET18_YEAST	MET18	DNA repair/transcription protein MET18/MMS19	9	9	1.60E+06	YEAST	1576400	20.60931583	20.58820222	-0.021113608	0.985471731		0.985471731			-0.021113608		Q9H4B7	TBB1_HUMAN	TUBB1	Tubulin beta-1 chain	2	2	2.10E+07
P40471	AYR1_YEAST	AYR1	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase	7	7	2.21E+06	YEAST	3710500	21.07736339	21.82318218	0.745818785	1.676925719		1.676925719			0.745818785		Q9H4F8	SMOC1_HUMAN	SMOC1	SPARC-related modular calcium-binding protein 1	4	4	193263
P40474	QDR2_YEAST	QDR2	Quinidine resistance protein 2	1	1	199565	YEAST	4078760	17.6064992	21.95969919	4.353199993	20.4382532		20.4382532			4.353199993		Q9H4G0	E41L1_HUMAN	EPB41L1	Band 4.1-like protein 1	6	5	145841
P40477	NU159_YEAST	NUP159	Nucleoporin NUP159	23	23	1.30E+06	YEAST	10475900	20.30670255	23.32057086	3.013868303	8.077273008		8.077273008			3.013868303		Q9H4I3	TRABD_HUMAN	TRABD	TraB domain-containing protein	1	1	118653
P40478	VDAC2_YEAST	POR2	Mitochondrial outer membrane protein porin 2	2	2	6800.7	YEAST	861787	12.73146754	19.71697181	6.985504274	126.7203376		126.7203376			6.985504274		Q9H4K7	MTG2_HUMAN	MTG2	Mitochondrial ribosome-associated GTPase 2	2	2	29898.9
P40480	HOS4_YEAST	HOS4	Protein HOS4	2	2	199161	YEAST	59841.2	17.60357564	15.86885149	-1.734724153	0.300466457		0.300466457			-1.734724153		Q9H4L4	SENP3_HUMAN	SENP3	Sentrin-specific protease 3	4	4	2.22E+06
P40481	HPM1_YEAST	HPM1	Histidine protein methyltransferase 1	2	2	243665	YEAST	11990400	17.89453951	23.51537645	5.62083694	49.20854452		49.20854452			5.62083694		Q9H4L7	SMRCD_HUMAN	SMARCAD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	2	2	179728
P40482	SEC24_YEAST	SEC24	Protein transport protein SEC24	27	26	4.09E+06	YEAST	4314280	21.965277	22.04068838	0.075411383	1.053661443		1.053661443			0.075411383		Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1	14	11	1.52E+06
P40483	YIK8_YEAST	YIL108W	Putative zinc metalloproteinase YIL108W	12	12	1.42E+06	YEAST	1379680	20.43275801	20.39590226	-0.036855748	0.974777092		0.974777092			-0.036855748		Q9H4Z3	CAPAM_HUMAN	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	3	3	6501.69
P40484	MOB1_YEAST	MOB1	DBF2 kinase activator protein MOB1	7	7	450251	YEAST	411287	18.78036995	18.64978595	-0.130584009	0.913461603		0.913461603			-0.130584009		Q9H501	ESF1_HUMAN	ESF1	ESF1 homolog	5	5	1.31E+06
P40485	SLM1_YEAST	SLM1	"Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1"	4	4	641225	YEAST	2470960	19.29047115	21.23664023	1.946169077	3.853499162		3.853499162			1.946169077		Q9H553	ALG2_HUMAN	ALG2	"Alpha-1,3/1,6-mannosyltransferase ALG2"	1	1	204278
P40487	DPH1_YEAST	DPH1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	2	2	9865.54	YEAST	242599	13.26818231	17.88821408	4.620031773	24.59054446		24.59054446			4.620031773		Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1	22	22	2.38E+06
P40492	FYV10_YEAST	FYV10	Protein FYV10	2	2	309118	YEAST	116975	18.23779814	16.8358407	-1.401957436	0.378415362		0.378415362			-1.401957436		Q9H5N1	RABE2_HUMAN	RABEP2	Rab GTPase-binding effector protein 2	2	2	12786.8
P40494	PRK1_YEAST	PRK1	Actin-regulating kinase PRK1	2	2	47886.3	YEAST	771593	15.54732535	19.55748053	4.010155182	16.11302189		16.11302189			4.010155182		Q9H5Q4	TFB2M_HUMAN	TFB2M	"Dimethyladenosine transferase 2, mitochondrial"	5	5	199463
P40495	LYS12_YEAST	LYS12	"Homoisocitrate dehydrogenase, mitochondrial"	15	15	7.05E+06	YEAST	12059700	22.74972788	23.52369068	0.773962805	1.70996027		1.70996027			0.773962805		Q9H5V8	CDCP1_HUMAN	CDCP1	CUB domain-containing protein 1	5	5	58192.7
P40498	UTP25_YEAST	UTP25	U3 small nucleolar RNA-associated protein 25	5	5	51056.7	YEAST	136392	15.63981267	17.0573995	1.417586828	2.671382992		2.671382992			1.417586828		Q9H5V9	CX056_HUMAN	CXorf56	UPF0428 protein CXorf56	3	3	710412
P40499	ICE2_YEAST	ICE2	Protein ICE2	2	2	21526.1	YEAST	59348.1	14.39379934	15.85691422	1.463114881	2.757029838		2.757029838			1.463114881		Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A	2	2	185404
P40501	AVT7_YEAST	AVT7	Vacuolar amino acid transporter 7	3	3	1.78E+06	YEAST	3635260	20.76655479	21.79362712	1.027072332	2.037884564		2.037884564			1.027072332		Q9H6D7	HAUS4_HUMAN	HAUS4	HAUS augmin-like complex subunit 4	2	2	122280
P40506	PPCS_YEAST	CAB2	Phosphopantothenate--cysteine ligase CAB2	6	6	2.10E+06	YEAST	3248780	21.00149754	21.63146662	0.629969085	1.547531832		1.547531832			0.629969085		Q9H6E4	CC134_HUMAN	CCDC134	Coiled-coil domain-containing protein 134	1	1	95561.1
P40507	AIR1_YEAST	AIR1	Protein AIR1	1	1	7547.49	YEAST		12.88178122										Q9H6E5	STPAP_HUMAN	TUT1	Speckle targeted PIP5K1A-regulated poly(A) polymerase	2	2	547004
P40509	COPE_YEAST	SEC28	Coatomer subunit epsilon	4	4	1.99E+06	YEAST	4617520	20.92373515	22.13868678	1.214951632	2.321330002		2.321330002			1.214951632		Q9H6F5	CCD86_HUMAN	CCDC86	Coiled-coil domain-containing protein 86	6	6	1.10E+06
P40510	SER33_YEAST	SER33	D-3-phosphoglycerate dehydrogenase 2	5	5	1.40E+06	YEAST	3500520	20.4207107	21.73913782	1.318427118	2.493940625		2.493940625			1.318427118		Q9H6H4	REEP4_HUMAN	REEP4	Receptor expression-enhancing protein 4	2	2	23126.9
P40513	MAM33_YEAST	MAM33	Mitochondrial acidic protein MAM33	3	3	1.80E+07	YEAST	22157300	24.10005015	24.40127876	0.301228601	1.232193304		1.232193304			0.301228601		Q9H6Q4	CIAO3_HUMAN	CIAO3	Cytosolic iron-sulfur assembly component 3	1	1	19422.4
P40515	FIS1_YEAST	FIS1	Mitochondrial fission 1 protein	5	5	1.34E+06	YEAST	2462330	20.35506069	21.23159269	0.876532006	1.835956665		1.835956665			0.876532006		Q9H6R0	DHX33_HUMAN	DHX33	ATP-dependent RNA helicase DHX33	4	4	142437
P40516	EFM4_YEAST	EFM4	Protein-lysine N-methyltransferase EFM4	2	2	346405	YEAST	177853	18.40210023	17.44032578	-0.961774444	0.513425037		0.513425037			-0.961774444		Q9H6R4	NOL6_HUMAN	NOL6	Nucleolar protein 6	15	15	6.89E+06
P40517	YRB2_YEAST	YRB2	Ran-specific GTPase-activating protein 2	11	11	991093	YEAST	3230400	19.91866091	21.62328139	1.70462047	3.259431759		3.259431759			1.70462047		Q9H6R6	ZDHC6_HUMAN	ZDHHC6	Palmitoyltransferase ZDHHC6	2	2	351460
P40518	ARPC5_YEAST	ARC15	Actin-related protein 2/3 complex subunit 5	7	7	4.52E+06	YEAST	9445960	22.10921852	23.171266	1.062047474	2.087892559		2.087892559			1.062047474		Q9H6R7	WDCP_HUMAN	WDCP	WD repeat and coiled-coil-containing protein	1	1	5687.89
P40522	VHR1_YEAST	VHR1	Transcription factor VHR1	2	2	37028.8	YEAST	23092.7	15.17636018	14.49514924	-0.681210934	0.623641598		0.623641598			-0.681210934		Q9H6S0	YTDC2_HUMAN	YTHDC2	3'-5' RNA helicase YTHDC2	1	1	2716.89
P40523	YIF5_YEAST	YIL055C	Uncharacterized protein YIL055C	1	1	7012.14	YEAST	23539.4	12.77563908	14.52278993	1.747150842	3.356949519		3.356949519			1.747150842		Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2	3	3	128679
P40525;P87262	RL34A_YEAST;RL34B_YEAST	RPL34A;RPL34B	Large ribosomal subunit protein eL34B	4	0	1.74E+07	YEAST	31634300	24.0530565	24.91498634	0.861929837	1.817467841		1.817467841			0.861929837		Q9H6T0	ESRP2_HUMAN	ESRP2	Epithelial splicing regulatory protein 2	3	3	366227
P40527	ATC7_YEAST	NEO1	Phospholipid-transporting ATPase NEO1	5	5	388640	YEAST	617753	18.56807487	19.23667059	0.668595717	1.58952501		1.58952501			0.668595717		Q9H6T3	RPAP3_HUMAN	RPAP3	RNA polymerase II-associated protein 3	11	11	125737
P40528	SYG1_YEAST	SYG1	Protein SYG1	4	4	10329.3	YEAST	248503	13.33445487	17.92290374	4.588448875	24.05806783		24.05806783			4.588448875		Q9H6U8	ALG9_HUMAN	ALG9	"Alpha-1,2-mannosyltransferase ALG9"	3	3	139904
P40529	AGE2_YEAST	AGE2	ADP-ribosylation factor GTPase-activating protein effector protein 2	6	6	149034	YEAST	382198	17.18528197	18.5439607	1.35867873	2.56450206		2.56450206			1.35867873		Q9H6V9	LDAH_HUMAN	LDAH	Lipid droplet-associated hydrolase	1	1	10208.7
P40531	GVP36_YEAST	GVP36	Protein GVP36	12	12	7.97E+06	YEAST	13007100	22.92604149	23.63279601	0.706754515	1.632128351		1.632128351			0.706754515		Q9H6W3	RIOX1_HUMAN	RIOX1	Ribosomal oxygenase 1	3	3	39259.3
P40533	TED1_YEAST	TED1	Protein TED1	7	7	2.38E+06	YEAST	3390200	21.179818	21.69293895	0.513120959	1.427134155		1.427134155			0.513120959		Q9H6Y2	WDR55_HUMAN	WDR55	WD repeat-containing protein 55	2	2	3.17E+06
P40535	ACA2_YEAST	CST6	ATF/CREB activator 2	5	5	455669	YEAST	625395	18.7976267	19.25440816	0.45678146	1.372476513		1.372476513			0.45678146		Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3	12	12	684375
P40540	EMC5_YEAST	EMC5	ER membrane protein complex subunit 5	4	4	3.61E+07	YEAST	2329790	25.10414009	21.15176849	-3.9523716	0.06459778		0.06459778			-3.9523716		Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1	6	6	385636
P40541	SCC3_YEAST	IRR1	Cohesin subunit SCC3	3	3	107743	YEAST	1134930	16.71723462	20.11417189	3.396937272	10.53367736		10.53367736			3.396937272		Q9H788	SH24A_HUMAN	SH2D4A	SH2 domain-containing protein 4A	10	10	294195
P40545	HIS4_YEAST	HIS6	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	5	5	2.56E+06	YEAST	583144	21.28926132	19.15349266	-2.135768661	0.227546191		0.227546191			-2.135768661		Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog	3	3	937204
P40547	VID28_YEAST	VID28	Vacuolar import and degradation protein 28	3	3	58595.7	YEAST	70787	15.83850718	16.11119681	0.272689637	1.208057929		1.208057929			0.272689637		Q9H7B4	SMYD3_HUMAN	SMYD3	Histone-lysine N-methyltransferase SMYD3	3	3	663721
P40548	SNL1_YEAST	SNL1	HSP70 co-chaperone SNL1	3	3	148259	YEAST	836416	17.17776016	19.67386113	2.496100974	5.641586683		5.641586683			2.496100974		Q9H7C9	AAMDC_HUMAN	AAMDC	Mth938 domain-containing protein	3	3	288305
P40553	DOT5_YEAST	DOT5	Peroxiredoxin DOT5	6	6	1.37E+06	YEAST	2713680	20.38409021	21.37181918	0.987728969	1.98306088		1.98306088			0.987728969		Q9H7D0	DOCK5_HUMAN	DOCK5	Dedicator of cytokinesis protein 5	9	8	1.49E+06
P40555	PSMD9_YEAST	NAS2	Probable 26S proteasome regulatory subunit p27	2	2	558601	YEAST	1407010	19.09145863	20.42420115	1.332742521	2.518810385		2.518810385			1.332742521		Q9H7D7	WDR26_HUMAN	WDR26	WD repeat-containing protein 26	2	2	753271
P40557	EPS1_YEAST	EPS1	ER-retained PMA1-suppressing protein 1	13	13	1.33E+06	YEAST	2120070	20.34360214	21.01568047	0.672078332	1.593366703		1.593366703			0.672078332		Q9H7E2	TDRD3_HUMAN	TDRD3	Tudor domain-containing protein 3	3	3	473409
P40558	CFD1_YEAST	CFD1	Cytosolic Fe-S cluster assembly factor CFD1	1	1	6744.61	YEAST	235766	12.71951931	17.84699616	5.127476848	34.95620948		34.95620948			5.127476848		Q9H7E9	CH033_HUMAN	C8orf33	UPF0488 protein C8orf33	3	3	358103
P40561	SGN1_YEAST	SGN1	RNA-binding protein SGN1	4	4	555257	YEAST	552640	19.08279615	19.07598046	-0.006815688	0.995286867		0.995286867			-0.006815688		Q9H7F0	AT133_HUMAN	ATP13A3	Probable cation-transporting ATPase 13A3	4	4	59545.9
