Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251031173233.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251101011756.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251101093153.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251031190108.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251031234918.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251101070439.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251031202946.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251101024632.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251101083316.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251031212821.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251101060602.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251101034509.raw
Q03655		GAS3		1	1	4.07165e+06	4.58863e+06	4.98738e+06	976839	1.75741e+06		4.94024e+06	3.95546e+06	3.97951e+06			
Q03690		CLU1		21	21	2.36366e+07	2.74496e+07	2.4305e+07	1.12381e+07	1.08667e+07	1.1224e+07	2.60611e+07	2.85349e+07	2.56882e+07	1.23796e+07	1.28119e+07	1.22473e+07
Q03718		NSE5		1	1	5.29192e+07	6.23213e+07	5.99287e+07	2.75193e+07	2.46693e+07	2.44085e+07	4.71319e+07	5.69973e+07	8.55097e+07	3.26568e+07	3.12455e+07	3.35328e+07
Q03768		GIR2		1	1	3.6972e+06	3.85794e+06	2.9523e+06	1.70978e+06	2.02296e+06	2.17504e+06	4.895e+06	5.65383e+06	7.58285e+06	4.17176e+06	2.87693e+06	3.71679e+06
Q03771		ACL4		1	1	2.87215e+06	4.32513e+06	2.75077e+06	399788			3.39009e+06	4.22705e+06	4.31876e+06	1.27358e+06	1.3571e+06	1.13469e+06
Q03921		DOP1		1	1		1.59521e+06	981217				2.36998e+06	2.63241e+06	1.80256e+06		646025	428537
Q03940		RVB1		2	2	1.73679e+07	1.85884e+07	1.26094e+07	4.57288e+06	5.01188e+06	6.97188e+06	1.95365e+07	2.20101e+07	1.67355e+07	8.22043e+06	8.60867e+06	8.91644e+06
Q03973		HMO1		4	4	4.89531e+07	4.48668e+07	4.3747e+07	3.17495e+07	3.4582e+07	2.98833e+07	4.88703e+07	5.04509e+07	4.94886e+07	2.87442e+07	2.79711e+07	3.37099e+07
Q04062		RPN9		2	2	1.1408e+07	1.30264e+07	1.46399e+07	6.54519e+06	6.91678e+06	5.35112e+06	1.98333e+07	1.92829e+07	1.99633e+07	1.07048e+07	1.111e+07	9.77249e+06
Q04067		TIF35		5	5	2.10839e+07	2.42627e+07	1.9967e+07	1.48816e+07	1.29687e+07	1.21299e+07	2.45146e+07	2.55694e+07	2.55514e+07	1.37155e+07	1.32278e+07	1.61055e+07
Q04080		GPI17		1	1	1.68607e+06	2.07141e+06	1.42713e+06	275141	636559	263979	2.44026e+06	2.3091e+06	2.78852e+06	1.45143e+06	2.41231e+06	1.31388e+06
Q04081		PPM1		1	1	384231	903398	402410		248330		2.14292e+06	2.21177e+06	1.89797e+06	1.1719e+06	1.00824e+06	
Q04175		SXM1		1	1	609880	263030	764326	1.34188e+06		634281	4.0758e+06	4.37268e+06	4.46143e+06	2.35101e+06	2.36366e+06	3.11192e+06
Q04178		HPT1		2	2	1.63421e+07	2.14744e+07	1.96814e+07	8.22438e+06	7.55539e+06	1.10503e+07	1.78192e+07	2.02808e+07	1.61801e+07	8.72297e+06	7.96614e+06	8.23651e+06
Q04225		RRB1		1	1	8.73859e+06	1.22966e+07	9.48449e+06	3.45159e+06	2.18357e+06	3.17799e+06	1.13014e+07	1.20411e+07	9.60254e+06	4.91404e+06	4.30989e+06	4.4899e+06
Q04279		SEG1		2	2	3.19333e+06	4.52566e+06	3.15706e+06	514168	1.04205e+06	385881	4.66423e+06	5.33204e+06	5.19315e+06	1.59529e+06	1.20345e+06	
Q04305		UTP15		1	1	4.01152e+06	4.21223e+06	3.27773e+06		1.55554e+06	851034	4.76087e+06	4.85168e+06	4.93356e+06	1.60108e+06	1.58611e+06	1.42765e+06
Q04336		YMR196W		3	3	3.99467e+06	5.90074e+06	5.69327e+06	1.7796e+06	1.35893e+06	1.90898e+06	5.89342e+06	6.73494e+06	4.75794e+06	2.48034e+06	2.80164e+06	2.48836e+06
Q04338		VTI1		1	1	5.71933e+06	4.72196e+06	5.28237e+06	1.68588e+06	1.84258e+06	2.59476e+06	5.84848e+06	6.3604e+06	4.98462e+06	2.24972e+06	1.92373e+06	2.32885e+06
Q04344		HNT1		3	3	6.4833e+07	7.17766e+07	6.64458e+07	4.09838e+07	3.49427e+07	3.28187e+07	7.04148e+07	7.30758e+07	8.06318e+07	4.21488e+07	3.85508e+07	3.85277e+07
Q04371		YMR027W		5	5	1.31632e+07	1.52283e+07	1.54694e+07	8.24321e+06	8.91743e+06	7.20605e+06	1.84219e+07	1.81145e+07	1.79967e+07	8.30981e+06	9.21883e+06	9.29705e+06
Q04409		EMI2		4	4	1.40483e+07	1.36328e+07	1.25638e+07	6.65297e+06	7.68187e+06	6.98337e+06	1.55736e+07	1.83117e+07	1.72338e+07	8.62846e+06	8.20834e+06	7.05069e+06
Q04432		HSP31		1	1	8.06639e+06	8.20514e+06	7.99641e+06	1.79459e+06	2.78929e+06	3.28765e+06	7.87952e+06	9.28127e+06	6.14642e+06	3.06024e+06	2.77174e+06	2.69387e+06
Q04438		SPG4		3	3	1.77064e+07	1.91013e+07	1.73037e+07	6.26117e+06	7.31621e+06	7.81595e+06	1.6627e+07	1.84449e+07	1.28093e+07	5.41828e+06	6.77292e+06	5.86256e+06
Q04446		GBE1		1	1	1.09958e+07	1.23169e+07	9.58903e+06	8.41909e+06	7.73959e+06	8.55756e+06		7.60344e+06	7.35971e+06	9.02157e+06	7.14268e+06	6.88092e+06
Q04458		HFD1		1	1							1.59963e+06	2.58047e+06	2.4711e+06	2.07908e+06	1.79872e+06	2.22199e+06
Q04491		SEC13		7	7	3.21644e+07	3.12756e+07	3.04887e+07	1.24571e+07	1.2806e+07	1.29527e+07	3.08416e+07	3.23817e+07	3.48121e+07	1.44999e+07	1.4365e+07	1.47591e+07
Q04602		VBA4		1	1	516991	992541	630037			105080	1.01456e+06	1.12556e+06	993245	504450	292073	509606
Q04636		POB3		3	3	3.71722e+06	6.84724e+06	4.78141e+06	914242	786591	1.44707e+06	5.73882e+06	7.70789e+06	5.89274e+06	2.188e+06	2.34138e+06	2.20531e+06
Q04637		EIF4G1		12	10	1.99839e+07	2.35653e+07	2.22627e+07	2.06302e+07	1.97762e+07	2.11081e+07	2.52829e+07	2.54492e+07	2.33223e+07	2.23838e+07	2.23248e+07	2.17141e+07
Q04660		ERB1		1	1	1.13437e+06	1.19327e+06	1.45652e+06				1.39342e+06	1.83166e+06	1.97841e+06			
Q04695		KRT17		16	9	3.47313e+08	3.7296e+08	3.35662e+08	3.17866e+08	3.10052e+08	3.20911e+08	3.20538e+08	3.62605e+08	3.24183e+08	3.17258e+08	3.11216e+08	2.84986e+08
Q04697		GSF2		4	4	2.4284e+07	2.79998e+07	2.54312e+07	1.58435e+07	1.39914e+07	1.51288e+07	2.67273e+07	2.94226e+07	2.8186e+07	1.63127e+07	1.55619e+07	1.59656e+07
Q04760		GLO1		1	1	7.56129e+06	1.65283e+07	1.52605e+07	1.20162e+07	9.5737e+06	1.14467e+07	8.73406e+06	9.29939e+06	1.10541e+07	9.85462e+06	1.01114e+07	9.6119e+06
Q04767		TVP18		2	2	1.76733e+07	2.01588e+07	1.74925e+07	6.10674e+06	5.76098e+06	5.9053e+06	1.80441e+07	2.40304e+07	2.4446e+07	9.52621e+06	8.23745e+06	8.33432e+06
Q04792		GAD1		4	4	6.58913e+06	6.8875e+06	5.50959e+06	1.79649e+06	1.93715e+06	1.67732e+06	8.49066e+06	7.67298e+06	9.35291e+06	3.16161e+06	3.1183e+06	3.44249e+06
Q04837		SSBP1		4	4	3.53901e+07	3.6136e+07	3.7102e+07	4.09826e+07	4.13557e+07	5.36096e+07	3.90528e+07	3.04586e+07	3.12334e+07	3.80783e+07	3.66669e+07	3.46712e+07
Q04869		YMR315W		6	6	2.42216e+07	2.91629e+07	2.39875e+07	1.20453e+07	1.18217e+07	1.14056e+07	2.96002e+07	3.30207e+07	3.12395e+07	1.64707e+07	1.40385e+07	1.28803e+07
Q04894		ADH6		8	8	6.18773e+07	6.50304e+07	6.76759e+07	3.11537e+07	2.47678e+07	2.74022e+07	7.47758e+07	7.53165e+07	7.84468e+07	3.35142e+07	3.43227e+07	3.20675e+07
Q04917		YWHAH		4	4	2.12232e+07	2.78298e+07	2.47758e+07	2.68407e+07	2.5693e+07	2.55075e+07	2.24452e+07	2.34495e+07	2.21977e+07	2.46979e+07	2.52962e+07	2.43409e+07
Q04934		IVY1		1	1			715219				1.38258e+06	1.79118e+06	1.08699e+06			
Q04941		PLP2		1	1	4.87798e+07	5.59984e+07	4.37301e+07	5.31693e+07	6.34794e+07	5.95276e+07	4.54313e+07	5.33373e+07	3.91047e+07	5.30123e+07	6.04373e+07	4.62584e+07
Q04947		RTN1		3	3	1.43291e+08	1.58815e+08	1.42088e+08	6.59317e+07	6.45602e+07	6.82672e+07	1.50469e+08	1.19427e+08	1.20243e+08	6.23902e+07	6.16337e+07	5.5496e+07
Q04969		SPC2		1	1	1.12798e+07	1.43714e+07	1.44676e+07	1.22632e+07	7.5287e+06	7.27322e+06	1.47683e+07	1.55931e+07	1.5863e+07	9.05775e+06	7.89851e+06	8.74981e+06
Q05016		YMR226C		10	10	3.06645e+07	4.30913e+07	3.26946e+07	1.87535e+07	1.51239e+07	1.76275e+07	3.56367e+07	3.82832e+07	3.78699e+07	1.81063e+07	1.78748e+07	1.73176e+07
Q05022		RRP5		6	6	1.55742e+07	1.82673e+07	1.69663e+07	6.12943e+06	7.46915e+06	7.16384e+06	1.9688e+07	2.08796e+07	1.79004e+07	9.10422e+06	8.69606e+06	8.79553e+06
Q05050		EIS1		4	4	7.25876e+06	6.43269e+06	6.7704e+06	3.68709e+06	3.83802e+06	2.89148e+06	9.42282e+06	1.04553e+07	8.36356e+06	4.14467e+06	4.89691e+06	3.36951e+06
Q05359		ERP1		3	3	2.6536e+07	2.97724e+07	2.2361e+07	1.0603e+07	1.08619e+07	1.13181e+07	3.01665e+07	2.40653e+07	2.31239e+07	1.24215e+07	1.13074e+07	9.5319e+06
Q05468		RQC1		1	1			221777				1.56332e+06	1.79725e+06	1.81532e+06	718658	730758	1.34917e+06
Q05506		YDR341C		12	11	4.62212e+07	4.48435e+07	4.30894e+07	2.20231e+07	2.20568e+07	1.90765e+07	4.42904e+07	4.80012e+07	4.59112e+07	2.32445e+07	2.36329e+07	2.31019e+07
Q05519		SRSF11		1	1	2.68324e+06	3.96386e+06	3.14777e+06	2.89692e+06	2.20376e+06	1.52479e+06	2.90024e+06	1.79118e+06	1.50123e+06	3.16148e+06	2.82716e+06	2.58667e+06
Q05543		RTT103		1	1	1.75609e+06	2.31267e+06	2.14789e+06		472909	406337	3.60074e+06	3.75415e+06	4.09856e+06	1.24434e+06	1.05214e+06	1.11199e+06
Q05567		DPL1		1	1				780202			3.21702e+06	2.88642e+06	2.87019e+06	1.28953e+06	932563	1.22274e+06
Q05584		GLO2		2	2	3.52348e+06	4.50232e+06	4.68213e+06	2.39984e+06			7.12032e+06	7.45395e+06	7.66078e+06	2.95794e+06	3.19296e+06	3.61718e+06
Q05639		EEF1A2		3	3	8.22224e+06	9.06526e+06	7.44605e+06	1.09224e+07	1.63752e+07	1.6227e+07	1.06797e+07	1.1243e+07	1.21826e+07	1.41732e+07	1.35226e+07	1.30235e+07
Q05682		CALD1		4	4	7.47306e+06	7.85162e+06	7.5387e+06	8.44276e+06	7.5827e+06	7.24635e+06	8.91005e+06	9.26465e+06	7.83931e+06	7.97806e+06	8.02952e+06	7.24986e+06
Q05775		HCR1		2	2	5.25743e+07	7.25014e+07	5.73352e+07	3.99875e+07	4.69653e+07	3.38425e+07	8.20722e+07	6.90158e+07	6.89463e+07	3.73534e+07	3.44748e+07	3.38477e+07
Q05785		ENT2		1	1	1.43721e+06	1.33639e+06	2.10479e+06	1.33885e+06	1.78506e+06	1.69805e+06	2.72141e+06	2.84312e+06	2.72699e+06	1.65895e+06	1.62648e+06	2.16162e+06
Q05812		MSC3		1	1	2.69169e+06	2.42598e+06	3.22806e+06	633823	1.06249e+06	1.06432e+06	3.58247e+06	3.6813e+06	2.47314e+06	929277	977074	1.13523e+06
Q05905		HRI1		5	5	5.19935e+07	5.42756e+07	5.11736e+07	2.9391e+07	2.46722e+07	2.57021e+07	5.18379e+07	4.77886e+07	4.67486e+07	2.48854e+07	2.45806e+07	2.29974e+07
Q05911		ADE13		8	8	6.86249e+07	7.90851e+07	6.45625e+07	3.77481e+07	3.90226e+07	3.7265e+07	6.17286e+07	6.27731e+07	6.30828e+07	3.36059e+07	3.30418e+07	3.5781e+07
Q05933		ARC18		3	3	2.25961e+07	2.50952e+07	2.17651e+07	8.69286e+06	9.67065e+06	9.40818e+06	1.8765e+07	2.12389e+07	2.65076e+07	1.07409e+07	9.46327e+06	9.20211e+06
Q05948		YLR225C		2	2	3.29235e+06	3.98776e+06	2.98008e+06	1.24127e+06	1.01291e+06	1.15381e+06	4.90577e+06	5.76315e+06	4.28463e+06	1.77065e+06	1.90632e+06	1.65225e+06
Q06033		ITIH3		1	1	4.62311e+07	5.7478e+07	4.53564e+07	9.37346e+07	1.02163e+08	6.56318e+07	5.28226e+07	5.14134e+07	5.15389e+07	6.64038e+07	6.8962e+07	6.85957e+07
Q06103		RPN7		2	2	3.17583e+07	3.44203e+07	3.03588e+07	1.21335e+07	1.18827e+07	1.44478e+07	2.20471e+07	2.65061e+07	2.67497e+07	8.22409e+06	1.1078e+07	1.01508e+07
Q06136		KDSR		1	1	6.4236e+06	8.85191e+06	8.58446e+06	7.15498e+06	4.53707e+06	6.98885e+06	9.01467e+06	9.61301e+06	6.67226e+06	7.51297e+06	7.82002e+06	7.02494e+06
Q06142		KAP95		6	6	2.15636e+06	3.288e+06	2.61241e+06	965469	939153	1.5652e+06	5.91769e+06	6.3026e+06	5.70295e+06	2.35192e+06	2.24531e+06	2.61261e+06
Q06146		YLR257W		4	4	1.61088e+07	1.81925e+07	1.49223e+07	5.13236e+06	4.46505e+06	4.79616e+06	1.72954e+07	1.3369e+07	1.37896e+07	6.21362e+06	6.13622e+06	5.5447e+06
Q06151		DCS1		9	9	3.04863e+07	2.91957e+07	2.9394e+07	2.0383e+07	1.61752e+07	1.55862e+07	2.80431e+07	2.92946e+07	2.93337e+07	1.52047e+07	1.47856e+07	1.53325e+07
Q06177		TMA10		3	3	1.27274e+08	1.4169e+08	1.46704e+08	7.19782e+07	7.50339e+07	6.64445e+07	1.27624e+08	1.3375e+08	1.11663e+08	5.82002e+07	5.594e+07	5.32444e+07
Q06203		PPAT		1	1	1.05815e+06	1.48958e+06	1.03476e+06	575837	882621	686757	1.76723e+06	2.05298e+06	1.56786e+06	1.61221e+06	1.54558e+06	1.49308e+06
Q06252		YLR179C		4	4	2.75874e+07	4.23993e+07	3.74737e+07	2.06887e+07	1.87353e+07	1.43912e+07	4.99143e+07	5.17644e+07	5.00345e+07	2.30122e+07	2.25857e+07	2.33939e+07
Q06287		EMG1		1	1	4.96408e+06	3.5336e+06	4.49791e+06	2.29143e+06		1.66819e+06	3.76482e+06	3.88269e+06	4.20418e+06	2.23545e+06	2.09587e+06	2.21953e+06
Q06323		PSME1		5	5	4.09855e+07	3.76496e+07	3.96014e+07	4.31201e+07	4.80977e+07	3.56905e+07	3.67233e+07	3.51385e+07	3.69409e+07	3.63958e+07	3.63484e+07	3.37462e+07
Q06336		GGA1		2	2	3.01868e+06	3.77424e+06	2.75965e+06	1.2805e+06	1.26085e+06	1.32008e+06	5.28353e+06	6.61324e+06	7.04789e+06	1.65153e+06	1.97674e+06	1.98175e+06
Q06385		VPS74		2	2	9.91918e+06	1.16053e+07	1.07953e+07	2.79502e+06	3.02474e+06	3.65489e+06	9.83822e+06	1.28656e+07	1.1709e+07	4.23694e+06	3.92447e+06	4.17814e+06
Q06440		CRN1		5	5	1.08395e+07	1.24238e+07	1.1127e+07	3.84085e+06	4.25217e+06	3.89997e+06	1.21358e+07	1.36601e+07	9.08865e+06	4.6086e+06	4.74855e+06	4.46689e+06
Q06449		PIN3		1	1	3.11823e+07	3.58465e+07	3.03151e+07	1.05225e+07	1.24314e+07	1.19524e+07	2.69704e+07	2.08398e+07	2.9304e+07	1.27451e+07	1.18838e+07	1.20607e+07
Q06485		ATG33		1	1	7.89026e+06	2.45742e+06	8.05376e+06	1.72429e+06	6.9725e+06	1.65391e+06	1.23203e+07	1.16648e+07	1.12108e+07	4.62125e+06	5.21681e+06	4.82633e+06
Q06489		MRI1		2	2	5.35994e+06	5.98677e+06	5.62539e+06	3.53887e+06	3.23728e+06	1.89024e+06	7.87232e+06	8.44538e+06	8.23607e+06	4.75348e+06	4.76741e+06	5.71691e+06
Q06505		SPN1		1	1	2.1981e+06	3.19045e+06	3.65717e+06			932253	8.3029e+06	7.14795e+06	6.95376e+06	2.67352e+06	3.09482e+06	
Q06523		YPR148C		4	4	7.94461e+06	1.08149e+07	1.02138e+07	3.69517e+06	3.35389e+06	2.59815e+06	8.58376e+06	1.02702e+07	8.8309e+06	4.16722e+06	3.58399e+06	3.8142e+06
Q06608		YPR172W		1	1	8.82462e+06	9.33007e+06	7.33276e+06	2.93346e+06	1.68319e+06	3.35401e+06	1.08152e+07	1.09167e+07	7.48261e+06	2.81378e+06	1.90122e+06	3.47413e+06
Q06625		GDB1		3	3	1.09582e+07	1.06561e+07	1.06792e+07	5.23506e+06	4.7153e+06	5.25252e+06	1.24478e+07	1.36494e+07	1.43156e+07	6.65461e+06	6.04406e+06	6.27059e+06
Q06685		VIP1		1	1	4.70726e+06	5.69592e+06	4.49728e+06	3.03268e+06	1.94212e+06	2.89075e+06	4.97167e+06	6.31567e+06	6.30641e+06	2.69533e+06	2.12401e+06	2.91249e+06
Q06705		CSR1		2	2	1.23497e+07	1.28669e+07	1.18938e+07		892395	1.92807e+06	1.00596e+07	1.26468e+07	8.54352e+06	3.96856e+06	4.5403e+06	3.51133e+06
Q06830		PRDX1		9	7	3.82118e+08	3.89194e+08	3.74138e+08	3.32874e+08	3.12478e+08	3.11096e+08	3.90276e+08	3.95771e+08	4.1232e+08	3.24464e+08	3.20565e+08	3.0264e+08
Q06833		NVJ2		1	1	3.70245e+06	3.98815e+06	3.06699e+06	936795	1.48372e+06	1.32903e+06	2.05247e+06	2.48008e+06	2.19215e+06	876783	893207	901321
Q06991		PUN1		1	1	1.06196e+07	1.3533e+07	1.21615e+07	9.15833e+06	7.88937e+06	6.1585e+06	1.42133e+07	1.61381e+07	1.50639e+07	7.89356e+06	5.93192e+06	7.74072e+06
Q07020		RPL18		4	4	2.31068e+08	2.15822e+08	1.95323e+08	2.19983e+08	2.05373e+08	1.99364e+08	1.9471e+08	2.01447e+08	2.07036e+08	1.94234e+08	1.92548e+08	1.78413e+08
Q07021		C1QBP		4	4	1.06448e+08	1.0798e+08	1.02369e+08	1.21837e+08	1.44367e+08	1.56853e+08	9.94601e+07	1.06512e+08	1.1493e+08	1.43397e+08	1.72169e+08	1.62934e+08
Q07065		CKAP4		3	3	1.06714e+07	1.15924e+07	1.0194e+07	9.68216e+06	9.14328e+06	8.82651e+06	1.37033e+07	1.36973e+07	1.46832e+07	1.09092e+07	1.17684e+07	1.29175e+07
Q07362		PBP4		1	1	2.97166e+06	4.2095e+06	5.75733e+06	428379	981809	1.17953e+06	1.00446e+07	1.11184e+07	8.04856e+06	2.92206e+06	2.85472e+06	2.66312e+06
Q07478		SUB2		10	10	5.99361e+07	6.75231e+07	5.6707e+07	2.47859e+07	2.41734e+07	2.42982e+07	5.6986e+07	6.34228e+07	5.81677e+07	2.68575e+07	2.78319e+07	2.49319e+07
Q07505		YDL086W		2	2	2.21555e+07	1.41049e+07	1.29232e+07	1.16133e+07	9.02245e+06	1.0103e+07	2.26016e+07	2.19382e+07	2.12001e+07	1.18127e+07	1.07207e+07	9.49121e+06
Q07551		YDL124W		12	12	8.04242e+07	8.06948e+07	7.94308e+07	5.233e+07	5.07482e+07	4.6492e+07	8.36094e+07	8.23346e+07	8.08925e+07	4.12118e+07	4.31357e+07	3.85141e+07
Q07623		NOP6		1	1	9.78321e+06	1.13813e+07	1.01307e+07	3.42136e+06	2.9267e+06	3.57799e+06	1.01321e+07	1.20313e+07	7.29996e+06	3.44458e+06	3.67314e+06	3.66379e+06
Q07653		HBT1		6	6	2.38528e+06	2.98307e+06	2.84547e+06	276998	551806	614367	4.54374e+06	5.15337e+06	3.74192e+06	1.39496e+06	1.46089e+06	1.47069e+06
Q07657		SHS1		1	1	2.60568e+06	4.45404e+06	3.09306e+06	1.2097e+06	1.14121e+06	743826	4.55651e+06	5.0274e+06	4.89566e+06	1.75407e+06	1.50395e+06	1.42305e+06
Q07666		KHDRBS1		3	2	5.49906e+06	1.27941e+07	4.91151e+06	8.00766e+06	8.27343e+06	6.1973e+06	1.55098e+07	1.59245e+07	1.57803e+07	1.78085e+07	1.78664e+07	1.99844e+07
Q07716		AIM6		1	1	3.77324e+06	2.58458e+06	1.37344e+06	2.68173e+06	1.27074e+06		3.75348e+06	3.95e+06	3.75467e+06	2.26614e+06	2.25144e+06	2.80326e+06
Q07866		KLC1		1	1	1.23401e+06	724140	923182	1.31006e+06	2.1852e+06	2.18848e+06	2.04839e+06	1.83856e+06	1.63021e+06	3.4742e+06	2.33069e+06	2.96709e+06
Q07938		MEU1		1	1	6.8423e+07	4.26827e+07	3.18846e+07			1.93426e+07	2.27095e+07	2.31478e+07	1.54129e+07	8.33812e+06	1.1395e+07	8.08898e+06
Q07955		SRSF1		5	5	3.34175e+07	4.20713e+07	4.11916e+07	4.68121e+07	4.51505e+07	4.09782e+07	4.55028e+07	4.07512e+07	4.11599e+07	4.58345e+07	4.57471e+07	4.39267e+07
Q07960		ARHGAP1		1	1	1.03503e+07	1.1855e+07	9.73346e+06	2.35877e+07	2.34261e+07	2.21644e+07	1.01462e+07	1.22213e+07	1.33001e+07	1.42729e+07	1.42181e+07	1.26895e+07
Q08162		DIS3		1	1							4.04307e+06					
Q08208		NOP12		2	2	8.94435e+06	9.00151e+06	8.89665e+06	2.31156e+06	1.57694e+06	2.34994e+06	8.01988e+06	9.43439e+06	6.81412e+06	2.45117e+06	2.87327e+06	3.14183e+06
Q08211		DHX9		18	18	5.0962e+07	6.12905e+07	5.46217e+07	6.55807e+07	6.09445e+07	6.79917e+07	5.64735e+07	5.9599e+07	5.68877e+07	6.13225e+07	6.03684e+07	5.86142e+07
Q08220		GSH2		2	2	3.7778e+06	5.01035e+06	8.40679e+06	1.82668e+06	1.27303e+06	3.74032e+06	8.10634e+06	8.15928e+06	7.61573e+06	4.30393e+06	2.88707e+06	3.67642e+06
Q08235		BRX1		1	1	5.91487e+06	5.00703e+06	5.82187e+06	1.88021e+06	3.56895e+06	1.82734e+06	6.63492e+06	6.24389e+06	6.85088e+06	3.77853e+06	3.83111e+06	3.56401e+06
Q08245		ZEO1		1	1	1.27971e+08	1.43709e+08	1.20068e+08	6.18772e+07	7.13623e+07	5.90727e+07	1.15361e+08	1.31558e+08	9.01735e+07	5.95397e+07	6.57004e+07	5.37667e+07
Q08299		ENB1		1	1	3.07961e+06	2.09241e+06	1.60746e+06	318569	505347		5.26369e+06	4.66788e+06	4.58439e+06			
Q08379		GOLGA2		1	1	2.296e+06	1.76731e+06	1.42298e+06	531881		1.54938e+06	3.34685e+06	3.42479e+06	2.73228e+06	2.15481e+06	2.05113e+06	2.49448e+06
Q08412		CUE5		3	3	2.0725e+07	2.16712e+07	1.90582e+07	6.56067e+06	7.0423e+06	7.57001e+06	1.49116e+07	1.55354e+07	1.56705e+07	7.63028e+06	7.18163e+06	7.13004e+06
Q08601		MCA1		4	4	1.1082e+07	1.36014e+07	1.1754e+07	6.71709e+06	6.61361e+06	6.12217e+06	1.6344e+07	1.57431e+07	1.68776e+07	7.63942e+06	6.82905e+06	9.41225e+06
Q08641		ABP140		3	3	4.61748e+06	6.72072e+06	5.96562e+06	1.59802e+06	1.53373e+06	1.14613e+06	7.42188e+06	9.5505e+06	7.69526e+06	2.80352e+06	3.06567e+06	2.21672e+06
Q08686		TUM1		3	3	2.01922e+06	3.79664e+06	2.94648e+06	1.67079e+06	550209	885957	5.43865e+06	5.22755e+06	5.57762e+06	2.0725e+06	2.45126e+06	3.01171e+06
Q08723		RPN8		5	5	1.81525e+07	1.77899e+07	1.48762e+07	7.7936e+06	8.14486e+06	7.52952e+06	1.94067e+07	2.08004e+07	2.04764e+07	9.38429e+06	9.88265e+06	1.03338e+07
Q08754		BUD7		1	1	982980	968308	800735			95792.9	2.1031e+06	2.27408e+06	1.40889e+06	220161	584196	669556
Q08945		SSRP1		8	8	1.64875e+07	1.61047e+07	1.69426e+07	2.13707e+07	2.47637e+07	2.32931e+07	1.88115e+07	1.86267e+07	1.92451e+07	2.18762e+07	2.11206e+07	2.02857e+07
Q08951		APL5		1	1							953133	1.53344e+06	1.17812e+06			
Q08965		BMS1		1	1	1.19684e+06	970310	1.05626e+06				3.90618e+06	4.55818e+06	4.13293e+06	1.32944e+06	1.9249e+06	2.19766e+06
Q08971		YPL225W		4	4	7.34356e+07	6.37742e+07	7.6958e+07	4.72625e+07	4.56319e+07	3.59906e+07	6.8341e+07	6.69845e+07	7.33965e+07	3.7345e+07	3.7515e+07	3.43802e+07
Q08972		NEW1		12	12	1.68506e+07	1.98348e+07	1.75575e+07	8.09467e+06	7.9141e+06	7.59604e+06	1.86258e+07	2.03167e+07	2.0487e+07	9.44433e+06	8.79454e+06	9.53599e+06
Q08977		CUB1		6	6	1.21474e+07	1.29053e+07	1.08565e+07	4.92358e+06	4.74599e+06	2.83907e+06	1.3611e+07	1.42453e+07	1.26995e+07	5.51844e+06	5.89759e+06	5.32386e+06
Q08979		KEL3		1	1	1.06547e+06	1.73698e+06	843528			228105	2.29387e+06	2.05273e+06	2.59596e+06	918380	1.06442e+06	984574
Q08985		SAM4		2	2	1.34708e+07	1.45454e+07	1.27977e+07	4.73944e+06	6.09628e+06	7.19715e+06	1.22631e+07	1.42183e+07	1.33623e+07	7.47421e+06	8.59341e+06	7.66279e+06
Q08J23		NSUN2		7	6	2.25354e+07	2.3544e+07	2.52924e+07	2.33181e+07	2.34308e+07	2.11591e+07	2.94819e+07	2.96878e+07	3.07841e+07	2.72487e+07	2.48675e+07	2.48327e+07
Q09028		RBBP4		2	2	7.67493e+06	1.08373e+07	1.13278e+07	1.1068e+07	1.20539e+07	1.33622e+07	1.10505e+07	9.78035e+06	1.06551e+07	1.32146e+07	1.28434e+07	1.12841e+07
Q09161		NCBP1		2	2	2.83447e+06	4.04542e+06	3.80819e+06	6.12744e+06	6.67366e+06	7.16538e+06	4.33547e+06	4.46318e+06	5.04784e+06	5.13925e+06	5.03586e+06	6.74482e+06
Q09666		AHNAK		84	84	7.76163e+07	9.04339e+07	8.90413e+07	1.10051e+08	1.02158e+08	9.59954e+07	9.08307e+07	9.30792e+07	9.18337e+07	9.40412e+07	9.49028e+07	8.92412e+07
