Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115025008.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115033552.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115204614.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115221736.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115213154.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115230314.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115174338.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115191457.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115182919.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115200036.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115042134.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115045713.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115002713.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115013840.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115010255.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115021423.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115144058.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115161218.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115152638.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115113819.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115165758.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115130939.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115122357.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115135518.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114220425.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114231551.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114205301.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114235131.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114224008.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114212844.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115100659.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115083541.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114160714.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114171857.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115105239.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115092119.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115053257.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115070419.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114183015.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115075001.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115061839.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114175434.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114164316.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114190554.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114194135.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114201718.raw
Q9NQ29		LUC7L		1	1	3.05516e+06	5.15322e+06	2.99295e+06	3.30952e+06	4.13804e+06	5.90505e+06	3.35317e+06	3.1182e+06	4.17522e+06	4.4954e+06	2.90351e+06	3.20934e+06	2.23758e+06	3.16266e+06	2.91583e+06	3.92973e+06	5.28073e+06	3.86519e+06	3.24138e+06	3.33542e+06	2.62622e+06	4.8242e+06	5.23442e+06	6.14013e+06	2.6992e+06	3.30117e+06	4.23602e+06	3.80022e+06	4.80304e+06	4.18564e+06	2.83106e+06	4.68209e+06	5.01541e+06	3.56688e+06	2.91614e+06	5.90808e+06	6.15496e+06	3.97378e+06	3.6056e+06	3.97837e+06	3.69028e+06	4.75431e+06	6.94992e+06	4.31376e+06	4.36946e+06	4.28517e+06	4.13115e+06	5.30269e+06
Q9NQ88		TIGAR		4	4	624417	767813	720343	636729	699577	900064	489702	678215	685785	767014	605652	724794	603448	552915	623276	679386	593438	635333	593617	558159	715348	492608	628283	684477	562594	572961	505419	574134	625477	628143	564117	560195	514415	452428	495660	627407	594455	508815	552786	616616	537083	623333	637131	510036	620900	549374	513995	644134
Q9NQC3		RTN4		7	7	7.70331e+06	8.44194e+06	8.24831e+06	7.84143e+06	9.52114e+06	8.04409e+06	9.39263e+06	9.83135e+06	8.89252e+06	9.36346e+06	8.59233e+06	8.06779e+06	8.19554e+06	9.09331e+06	9.21811e+06	9.53865e+06	1.02196e+07	9.63754e+06	9.15718e+06	9.54716e+06	9.189e+06	9.7866e+06	9.83052e+06	9.60832e+06	7.82004e+06	9.089e+06	7.53544e+06	9.006e+06	8.8464e+06	8.69176e+06	8.38818e+06	7.9094e+06	8.09511e+06	9.05244e+06	8.12902e+06	8.74818e+06	8.73636e+06	8.09085e+06	8.64114e+06	8.41947e+06	7.68174e+06	8.30484e+06	7.974e+06	7.87065e+06	7.90008e+06	8.00023e+06	8.08921e+06	8.04591e+06
Q9NQG1		MANBAL		1	1	84538.1	85577.5	112642	92270.3	93193.7	106673	87516.4	94006.7	79353.3	92463.5	92067.6	86631.2		91089.6	97060.4	93577	106833	69315.9	83296.6	88203.7	103481	90118	98517.3	83961.1	80288	100010	163926	77523.9	97034.5	79525.7	106037	58001.2	128110	111979	144261	137238	85005.7	99593.6	98309.3	82382.2	122034	124826	90443.2	117107	142058	108612	151928	
Q9NQG5		RPRD1B		8	8	834573	1.04976e+06	727539	814908	805004	867457	974497	983668	1.1025e+06	1.16545e+06	939547	952704	1.1186e+06	1.03654e+06	1.08358e+06	1.07531e+06	1.00867e+06	878592	947610	936784	945085	998514	1.022e+06	948237	1.01009e+06	984119	1.04084e+06	1.02946e+06	920398	1.02418e+06	1.05487e+06	761002	1.01028e+06	846882	965024	1.05119e+06	1.06216e+06	881097	885137	931144	938534	964991	1.00759e+06	973629	979343	1.03002e+06	972714	1.04589e+06
Q9NQP4		PFDN4		1	1	270425	356512	157389	278038	243397	337702	362440	321225	363417	361242	289009	293985	453877	482435	424892	441603	475714	364587	452458	455538	491651	384099	484726	481173	365954	490142	373101	541711	498958	425206	240536	377714	487352	418788	324092	409992	290225	437521	417404	460743	309439	489750	406296	418766	357389	376585	194364	444087
Q9NQR4		NIT2		5	5	2.41112e+06	2.42326e+06	2.58758e+06	2.46839e+06	2.3394e+06	2.45074e+06	2.72541e+06	2.80575e+06	2.45142e+06	2.67535e+06	2.50869e+06	2.60092e+06	2.61861e+06	2.44559e+06	2.56474e+06	2.55703e+06	2.52872e+06	2.37199e+06	2.53908e+06	2.34286e+06	2.55355e+06	2.3868e+06	2.45145e+06	2.52223e+06	2.12241e+06	2.43798e+06	2.35265e+06	2.32347e+06	2.44637e+06	2.45384e+06	2.2346e+06	2.29077e+06	2.4078e+06	2.26042e+06	2.22689e+06	2.69477e+06	2.47528e+06	2.24819e+06	2.32753e+06	2.48225e+06	2.326e+06	2.42598e+06	2.37165e+06	2.50289e+06	2.48127e+06	2.43571e+06	2.31374e+06	2.46262e+06
Q9NQT4		EXOSC5		1	1	242361	266825	311913	479754	322558	237504	254872	260195	258894	349998	372072	296537		198321	288960	315752	145363	417038	238004	238556	325577	317925	361527	360727	259164	306025	318045	360860	275736	425701	433121	231014	366737	543684	354236	295532	444638	519933	337885	423348	375782	438955	375097	356196	337697	372175	372932	434456
Q9NQT5		EXOSC3		3	3	1.54327e+06	1.67511e+06	1.59387e+06	1.49286e+06	1.87624e+06	1.74788e+06	1.76976e+06	1.45995e+06	2.06867e+06	2.19743e+06	1.6917e+06	1.59537e+06	1.70974e+06	1.64527e+06	2.21891e+06	1.90165e+06	1.77698e+06	2.15857e+06	1.95319e+06	2.03569e+06	2.02543e+06	1.6697e+06	1.8455e+06	2.03346e+06	1.89657e+06	1.98671e+06	1.7419e+06	1.81681e+06	1.98889e+06	1.86137e+06	1.72343e+06	1.78428e+06	1.72354e+06	1.64428e+06	1.8212e+06	1.87123e+06	1.91045e+06	1.67132e+06	1.84711e+06	1.7979e+06	1.44475e+06	2.07653e+06	1.81623e+06	1.92889e+06	1.94406e+06	1.90604e+06	1.86681e+06	1.65158e+06
Q9NQW7		XPNPEP1		8	8	472987	521780	487352	455162	481255	453301	524959	522853	531281	503579	558391	546011	536073	592377	573130	602303	533512	455497	535712	518509	550086	528644	538435	540789	556089	565357	510932	565148	573271	578607	556924	571816	487950	527998	525377	554267	503401	502708	546001	563600	547825	513922	522192	531671	554966	590870	475322	553322
Q9NQZ2		UTP3		2	2	816938	698815	464417	671251	627816	582311	854018	865964	903335	765774	751667	833886	799761	874706	882373	855849	694874	535928	683310	544168	678582	615785	772505	593314	637590	701036	724240	702349	731124	729186	857907	646012	821732	833795	932643	868710	813388	735434	581096	776591	729216	718799	737436	921590	753765	782334	933851	750090
Q9NR09		BIRC6		1	1	44291.5	46022.3	53180.1	30208.4	52047.7	53739.2	9460.63	14002.1	17012.6	15060.7	29709.8				18017.7																																	
Q9NR12		PDLIM7		4	4	1.06997e+06	1.09544e+06	1.08969e+06	1.00191e+06	789456	1.05287e+06	1.09923e+06	939894	978715	1.16922e+06	1.02977e+06	1.13607e+06	1.12037e+06	1.07479e+06	1.0813e+06	981090	1.04956e+06	1.16922e+06	1.00767e+06	1.04094e+06	1.05682e+06	1.14758e+06	1.25267e+06	1.14562e+06	981759	1.03916e+06	944345	1.04727e+06	1.07285e+06	1.02827e+06	1.13746e+06	940297	1.10165e+06	817480	1.15147e+06	843039	1.13505e+06	976475	893998	1.04245e+06	957054	983073	1.12056e+06	1.0372e+06	876897	1.01058e+06	1.01174e+06	1.02919e+06
Q9NR28		DIABLO		1	1	944294	653917	1.05058e+06	1.16241e+06	868806	631700	755981	657821	674446	688894	785801	890154	887046	783642	862817	823689	806928	872417	981885	767485	795021	835374	623145	764385	931374	920709	1.13914e+06	942371	795695	919751	1.29509e+06	1.08088e+06	1.05129e+06	1.01662e+06	1.09589e+06	1.01295e+06	956856	1.12188e+06	936934	1.06008e+06	907037	1.02354e+06	1.11369e+06	928962	1.01692e+06	993932	1.22375e+06	814498
Q9NR30		DDX21		28	26	7.38246e+06	7.78671e+06	7.04692e+06	7.13599e+06	7.13701e+06	7.2515e+06	6.87325e+06	7.18836e+06	6.59947e+06	6.97661e+06	7.27038e+06	7.29505e+06	6.70674e+06	6.78828e+06	6.95678e+06	7.03632e+06	7.46579e+06	7.20483e+06	7.40429e+06	6.91697e+06	7.36797e+06	7.08882e+06	7.55051e+06	7.44564e+06	7.07468e+06	7.21287e+06	6.87356e+06	7.26784e+06	7.25176e+06	7.23175e+06	7.12847e+06	6.82046e+06	7.23298e+06	7.3261e+06	7.22828e+06	7.64185e+06	7.4344e+06	7.21654e+06	6.88541e+06	7.14979e+06	7.00628e+06	7.26189e+06	7.16174e+06	7.07524e+06	7.07007e+06	7.13095e+06	7.16884e+06	7.09617e+06
Q9NR31		SAR1A		4	3	5.6048e+06	5.71444e+06	5.56645e+06	5.9573e+06	6.0459e+06	5.91403e+06	5.02889e+06	5.32658e+06	5.55374e+06	6.37299e+06	5.56539e+06	5.55387e+06	5.28775e+06	5.18311e+06	4.9394e+06	4.97797e+06	5.35392e+06	5.57992e+06	5.24414e+06	5.39892e+06	5.98985e+06	5.51851e+06	5.5231e+06	5.60674e+06	5.04925e+06	4.71973e+06	4.73812e+06	5.26112e+06	5.2849e+06	5.10352e+06	4.78392e+06	5.09027e+06	5.35916e+06	4.16342e+06	4.80992e+06	5.63106e+06	5.21398e+06	5.2123e+06	5.12347e+06	4.94361e+06	4.81408e+06	5.40101e+06	4.9264e+06	5.0122e+06	4.66282e+06	4.59087e+06	5.02469e+06	4.77366e+06
Q9NR33		POLE4		2	2	1.09014e+06	1.41508e+06	1.19012e+06	1.51921e+06	1.06263e+06	1.33619e+06	1.7457e+06	1.32537e+06	1.11093e+06	1.47355e+06	1.73639e+06	1.26039e+06	1.51082e+06	1.28569e+06	1.47689e+06	1.54979e+06	964487	1.26062e+06	1.03651e+06	1.01286e+06	1.06031e+06	840240	1.12079e+06	978940	1.35911e+06	1.06815e+06	1.30353e+06	1.26678e+06	1.08713e+06	1.04164e+06	1.17022e+06	1.35906e+06	900172	1.40844e+06	1.33889e+06	1.37374e+06	1.1079e+06	1.24243e+06	967167	1.09815e+06	1.2559e+06	1.12673e+06	881740	1.24812e+06	1.35569e+06	1.34201e+06	1.28179e+06	1.07124e+06
Q9NR45		NANS		7	7	2.24251e+06	2.1178e+06	2.34084e+06	2.36617e+06	2.31969e+06	2.00466e+06	2.07627e+06	2.21936e+06	2.09825e+06	2.24208e+06	2.15568e+06	2.15356e+06	2.37396e+06	2.29914e+06	2.07281e+06	2.10628e+06	2.40953e+06	2.43988e+06	2.16035e+06	2.37302e+06	2.40878e+06	2.27413e+06	2.28751e+06	2.20986e+06	2.34518e+06	2.17466e+06	2.28665e+06	2.30093e+06	2.24888e+06	2.37363e+06	2.33504e+06	2.27576e+06	2.31356e+06	2.1482e+06	2.08502e+06	2.23074e+06	2.33906e+06	2.25909e+06	2.24302e+06	2.31544e+06	2.28979e+06	2.19192e+06	2.19423e+06	2.36734e+06	2.27437e+06	2.23882e+06	2.18185e+06	2.4216e+06
Q9NR46		SH3GLB2		7	7	595486	627419	527746	646848	616130	568227	515462	719381	671250	642090	654200	728074	872830	820083	702347	773324	571172	660278	708412	571747	593898	651013	709284	721206	693853	806068	774918	711590	736521	717026	655782	847556	821528	794198	788004	777216	724527	691225	750011	823480	757993	785274	753349	868647	811882	811316	706558	899368
Q9NR50		EIF2B3		3	3	86274.8	162024	106917	100265	128454	102156	90761.8	90983.2	97263.8	106430	150433	155229	98007.5	101135	105616	122037	104233	124263	116613	100206	137325	107426	124343	94269.4	113070	119125	119997	149028	126456	114539	112709	185483	128901	143538	133085	131730	140386	107045	124416	148035	130752	123254	143245	130221	149139	153708	147811	183699
Q9NR77		PXMP2		2	2	1.04993e+06	818516	606821	648348	1.12974e+06	1.04305e+06	602530	724014	872690	966134	833226	964313	882984	859084	882325	651870	855256	1.08797e+06	593357	707458	994821	928140	1.05156e+06	1.2052e+06	755821	1.01799e+06	1.15658e+06	1.03021e+06	1.21197e+06	1.2158e+06	1.02614e+06	841861	606798	1.23083e+06	747030	1.13714e+06	974043	1.1765e+06	944919	1.14474e+06	874531	1.0375e+06	1.18508e+06	1.22662e+06	647948	893099	858473	1.23202e+06
Q9NRF8		CTPS2		5	5	255579	303429	256491	304246	393986	298790	260441	290901	299400	310929	321767	336567	254582	305606	357289	380493	286154	289244	294455	304899	383072	271981	312472	337606	276584	292073	231564	326974	332673	304278	254809	375508	210335	251574	306740	336592	317271	330832	248462	312586	288479	375695	299118	356561	369737	313312	304822	341132
Q9NRF9		POLE3		1	1	1.72743e+06	1.60757e+06	1.6776e+06	1.35663e+06	1.46423e+06	1.55883e+06	1.66804e+06	1.20993e+06	1.409e+06	2.21276e+06	1.74438e+06	1.67646e+06	1.49155e+06	1.48813e+06	1.44835e+06	1.38487e+06	1.15953e+06	1.2516e+06	1.02078e+06	1.04689e+06	1.26024e+06	790613	1.48215e+06	1.33487e+06	1.30719e+06	1.17173e+06	1.27938e+06	1.49948e+06	1.70502e+06	1.50624e+06	1.64742e+06	1.71597e+06	1.96285e+06	1.59226e+06	1.69536e+06	1.75912e+06	1.43708e+06	1.83243e+06	1.99543e+06	1.86114e+06	1.344e+06	1.69044e+06	1.6931e+06	1.96538e+06	1.86856e+06	1.90096e+06	1.44858e+06	1.77887e+06
Q9NRG9		AAAS		2	2	232352	361448	329873	397122	363916	420032	435987	428638	490108	451413	371496	345631	474371	362014	450918	511499	411458	535783	454040	297657	435391	324692	453120	498282	467474	472660	500693	465957	509601	424369	367048	331979	388322	325407	367410	360013	404711	368645	319984	370760	332088	391896	369165	362691	357782	333565	364024	414143
Q9NRK6		ABCB10		2	2	7966.35		10618.1	3361.45	2476.31	7342.04	7711.18	17042.5	16802.3	14116.9		6787.7	10467.3	9788.49	11130.8	11874.5	15525.8	15142.2	14743.5	15657.2	12634.7	11606.8	15311	6066.56	19061.8	10053.8	7460.69	12486.8	15851.9	17860.5	8804.97	11881.8	22462.9	7967.97		13146.4		7578.55	9094.29	15017		11084.7	15883.2	9277.51	9951.88	10047	15733.4	6817.98
Q9NRP0		OSTC		1	1	817179	1.09699e+06	878363	987905	1.19191e+06	1.14885e+06	669226	624667	794386	856306	717914	1.02515e+06	655910	693241	807718	821624	1.01521e+06	685711	1.40727e+06	761102	1.48193e+06	609589	1.05419e+06	1.20575e+06	689768	748437	822443	916394	970059	997505	772107	652687	573275	702048	739497	1.23319e+06	1.28659e+06	686328	974048	924764	827353	1.11759e+06	1.21896e+06	955463	922732	1.01103e+06	618409	904504
Q9NRP2		CMC2		2	2	411993	466401	381258	535386	400410	453678	468757	438245	371623	432598	368412	467254	410595	424439	467544	408525	491105	431150	525349	508665	402234	525988	600381	433653	450656	415816	493133	559145	479713	551122	518384	530948	494691	600850	510461	484326	514083	452975	464238	606332	556497	521411	535916	537734	530549	592091	460079	549520
Q9NRV9		HEBP1		5	5	1.29389e+06	1.30706e+06	1.23257e+06	1.41299e+06	1.15355e+06	1.19121e+06	1.37609e+06	1.43418e+06	1.29111e+06	1.31031e+06	1.49176e+06	1.28404e+06	1.44401e+06	1.31194e+06	1.37793e+06	1.35968e+06	1.36169e+06	1.28324e+06	1.30963e+06	1.31604e+06	1.32028e+06	1.25329e+06	1.41182e+06	1.18564e+06	1.30632e+06	1.44962e+06	1.40627e+06	1.37921e+06	1.34629e+06	1.4161e+06	1.35789e+06	1.20458e+06	1.31084e+06	1.42011e+06	1.37857e+06	1.32723e+06	1.4059e+06	1.30347e+06	1.25926e+06	1.30566e+06	1.363e+06	1.35081e+06	1.36285e+06	1.34211e+06	1.18772e+06	1.32458e+06	1.37767e+06	1.29169e+06
Q9NRW7		VPS45		2	2	488392	445026	306544	453288	482570	392827	374102	450128	370578	635285	366081	593731	502448	646837	672797	478265	360371	604954	569790	392320	415794	437999	485803	451292	630288	599299	551471	560578	489285	500147	514561	451415	389885	560237	485452	562146	454184	461805	525306	616937	550271	387254	425156	494820	489890	578308	450603	627433
Q9NRX1		PNO1		2	2	370274	506959	515161	461022	539927	643900	694376	822415	772752	734491	363416	516072	737695	728188	733703	847306	624077	470031	660996	599090	594595	503493	649430	544271	515722	472229	721538	490521	608227	725129	673943	747573	669813	699371	701689	845652	632432	864778	887932	715254	718033	964857	818514	676649	849105	678647	857107	909543
Q9NRX2		MRPL17		4	4	1.02382e+06	1.01689e+06	959561	1.04926e+06	1.47968e+06	1.20402e+06	1.11312e+06	1.15897e+06	1.20591e+06	1.3486e+06	1.29432e+06	1.19988e+06	1.29451e+06	1.21213e+06	1.29906e+06	1.25157e+06	1.19619e+06	1.20205e+06	1.28146e+06	1.14252e+06	1.0501e+06	1.29716e+06	1.17914e+06	1.06248e+06	1.3402e+06	1.31307e+06	1.09078e+06	1.19314e+06	1.38073e+06	1.21225e+06	1.24634e+06	1.1921e+06	1.16977e+06	1.31308e+06	1.01974e+06	1.30067e+06	1.42538e+06	1.17316e+06	1.11305e+06	1.26815e+06	1.13503e+06	1.24644e+06	1.26777e+06	1.39148e+06	1.50923e+06	1.40633e+06	1.0008e+06	1.28285e+06
Q9NRX4		PHPT1		3	3	1.25153e+06	1.59362e+06	1.71158e+06	1.2973e+06	1.4862e+06	1.13824e+06	1.88208e+06	1.99066e+06	1.79977e+06	1.8973e+06	1.5805e+06	1.67212e+06	2.16492e+06	1.78466e+06	1.94912e+06	2.06492e+06	2.17028e+06	1.93824e+06	1.8049e+06	2.07903e+06	1.89499e+06	1.80909e+06	1.8463e+06	1.79932e+06	2.19526e+06	2.08634e+06	1.95382e+06	1.99076e+06	2.00893e+06	1.95374e+06	1.7286e+06	1.54198e+06	1.56245e+06	1.99173e+06	1.72167e+06	1.539e+06	1.56158e+06	1.67242e+06	1.66289e+06	1.88141e+06	1.83209e+06	1.41275e+06	1.40567e+06	1.72157e+06	1.68418e+06	1.62556e+06	1.75055e+06	1.58339e+06
Q9NS69		TOMM22		4	4	2.77468e+06	2.86108e+06	2.99947e+06	2.86972e+06	3.41261e+06	2.59595e+06	3.02353e+06	2.63869e+06	3.22184e+06	3.06481e+06	3.21707e+06	3.06287e+06	3.03171e+06	2.97094e+06	2.65828e+06	3.06603e+06	1.96487e+06	2.50928e+06	2.71031e+06	2.28226e+06	2.43383e+06	2.12855e+06	2.77846e+06	2.92636e+06	2.73141e+06	2.56615e+06	2.77776e+06	2.6901e+06	2.70568e+06	2.92422e+06	3.39269e+06	2.71174e+06	3.00747e+06	3.07662e+06	3.23369e+06	3.21017e+06	3.79531e+06	2.81893e+06	2.76341e+06	3.25866e+06	3.06903e+06	3.2478e+06	3.56097e+06	3.2452e+06	3.44103e+06	3.32855e+06	3.01377e+06	3.35096e+06
Q9NS86		LANCL2		1	1	34276	106601	69870.9	76091.8	101748	57861		57799.1		79594	68321	114721	67677.5	119315	98564.7	143536	66773.7	113145	101817	100121	72524.9	61841.7	95506.6	66869	82620.9	47721.1	68561.1	90300.4	73308.3	90822.9	71826.7	81577.5	76446.9	89541.2	88234.9	86957.5	82240.2	76448.7	82962.8	112162	75675.9	109640	102625	79625.5	93395.3	81052	93282.8	99093.6
Q9NSD9		FARSB		14	14	2.57173e+06	2.78033e+06	2.74601e+06	2.47689e+06	2.67263e+06	2.58684e+06	2.77333e+06	2.9651e+06	3.03038e+06	3.113e+06	2.49141e+06	2.75315e+06	2.67321e+06	2.92993e+06	2.92586e+06	2.82688e+06	2.57761e+06	2.59529e+06	2.79426e+06	2.70809e+06	2.91609e+06	2.62528e+06	2.97676e+06	2.83857e+06	2.6399e+06	2.5395e+06	2.63098e+06	2.84576e+06	2.75357e+06	2.98631e+06	2.92128e+06	2.92674e+06	2.96735e+06	2.6844e+06	2.76039e+06	3.03972e+06	3.09201e+06	2.87499e+06	2.83347e+06	2.86735e+06	2.93691e+06	3.0813e+06	3.05385e+06	2.89659e+06	2.97424e+06	2.94693e+06	2.76362e+06	3.03432e+06
Q9NSE4		IARS2		14	14	569232	607650	565788	603416	549715	626998	604776	606840	573703	607417	617740	653543	636466	618601	617526	587379	675084	589724	667412	689183	700039	623626	683570	681276	617441	713590	669992	672314	685825	631795	622875	583655	639435	685233	643404	572556	579947	643765	590040	602872	612222	614879	603089	598367	631045	614172	680311	641196
Q9NSI2		SLX9		5	5	343102	267179	299386	288918	221659	240489	269461	316633	316304	309986	311837	263842	335448	296388	363793	374952	195865	252793	253432	248629	274257	314422	343143	285034	257338	319434	291350	318802	367429	352919	440298	313200	289972	363220	409281	378342	324523	321237	426361	409090	421098	363491	357046	358681	361390	412640	368954	407379
Q9NT62		ATG3		4	4	815745	901028	883614	820373	884222	815656	833315	659939	869635	925055	726573	896609	760885	779744	844705	790292	753244	748949	906643	658215	937556	755583	882955	905698	703122	701430	660476	813931	749012	782726	750469	728739	757636	728132	828920	887947	978775	682605	726528	809992	772924	746983	725905	817114	810152	847064	751041	814972
Q9NTI5		PDS5B		6	6	408111	416323	420365	418688	407371	429240	330612	318330	330280	318875	414008	391114	299909	357053	307378	341578	333600	305824	316195	365749	328087	295880	360817	338317	366060	357069	334016	368853	337987	375854	274478	358158	361356	293135	345213	385307	348524	388956	354563	390840	356282	343928	406725	370988	371173	374771	381619	367007
Q9NTJ3		SMC4		21	21	1.29334e+06	1.35761e+06	1.32069e+06	1.35925e+06	1.21539e+06	1.20376e+06	1.31262e+06	1.26274e+06	1.34178e+06	1.50127e+06	1.35716e+06	1.45479e+06	1.46718e+06	1.37578e+06	1.37586e+06	1.48921e+06	1.30995e+06	1.16632e+06	1.30157e+06	1.3828e+06	1.25227e+06	1.27269e+06	1.34534e+06	1.3608e+06	1.32073e+06	1.38964e+06	1.38971e+06	1.27462e+06	1.37315e+06	1.37664e+06	1.28179e+06	1.30586e+06	1.30228e+06	1.41924e+06	1.38174e+06	1.45546e+06	1.32882e+06	1.40818e+06	1.27463e+06	1.30912e+06	1.37382e+06	1.33043e+06	1.38775e+06	1.43001e+06	1.3684e+06	1.39542e+06	1.32165e+06	1.40282e+06
Q9NTJ5		SACM1L		8	8	865643	905883	935227	925352	1.00265e+06	788238	939693	970106	919234	981458	935796	1.11024e+06	884690	947706	1.03911e+06	971782	814700	865008	854944	889041	913168	890383	1.01821e+06	1.02604e+06	860022	871619	879281	982888	1.01699e+06	1.00593e+06	930231	921206	902645	1.04967e+06	908703	1.06436e+06	869258	844304	856859	1.00018e+06	752476	1.11566e+06	982848	977384	1.0231e+06	980977	859167	988932
Q9NTK5		OLA1		17	16	3.29272e+06	3.21245e+06	3.24428e+06	3.19848e+06	3.16242e+06	3.13906e+06	3.27937e+06	3.52354e+06	3.18588e+06	3.41391e+06	3.49493e+06	3.33525e+06	3.3768e+06	3.09794e+06	3.07514e+06	3.25411e+06	3.08626e+06	3.33935e+06	3.20169e+06	3.22836e+06	3.03492e+06	3.18114e+06	3.40924e+06	3.11077e+06	3.27219e+06	3.21e+06	3.47763e+06	3.11844e+06	3.24228e+06	3.37731e+06	3.33649e+06	3.0993e+06	3.12287e+06	3.20447e+06	3.01364e+06	3.12748e+06	3.21982e+06	3.28719e+06	3.16478e+06	3.17327e+06	3.04982e+06	3.07238e+06	2.95446e+06	3.15835e+06	3.16833e+06	3.13863e+06	3.28674e+06	3.22174e+06
Q9NTM9		CUTC		2	2	759201	918117	688562	832378	838078	848612	748259	659112	555113	780895	744757	938999	539228	674349	674357	779850	775181	766005	771057	721478	795577	672694	631538	785225	862289	797813	837956	749522	711969	891131	474716	639295	647888	470519	602112	613598	637245	684803	733597	653938	648762	558349	563093	588813	603279	596314	635037	623854
Q9NTX5		ECHDC1		5	5	497912	423097	428846	501156	419173	483779	286524	388348	348783	375438	456429	488949	466120	345595	336639	431003	386292	430990	378451	379728	352105	396358	336108	336178	305143	386999	370843	391469	425085	470035	516035	393510	384165	334587	453258	377238	384057	405741	458372	485758	433468	350544	336254	395847	406543	397657	492654	424918
